Date,Close
1995/1/3,25.133333
1995/1/4,25.084999
1995/1/5,24.988333
1995/1/6,24.891666
1995/1/9,25.036667
1995/1/10,25.181667
1995/1/11,25.423334
1995/1/12,25.471666
1995/1/13,25.52
1995/1/16,25.858334
1995/1/17,25.616667
1995/1/18,25.616667
1995/1/19,25.809999
1995/1/20,25.809999
1995/1/23,26.003334
1995/1/24,26.1
1995/1/25,26.293333
1995/1/26,26.196667
1995/1/27,26.438334
1995/1/30,26.148333
1995/1/31,25.858334
1995/2/1,25.955
1995/2/2,25.906666
1995/2/3,25.906666
1995/2/6,25.906666
1995/2/7,25.906666
1995/2/8,26.003334
1995/2/9,26.196667
1995/2/10,26.245001
1995/2/13,26.293333
1995/2/14,26.293333
1995/2/15,26.389999
1995/2/16,26.486666
1995/2/17,26.535
1995/2/21,26.535
1995/2/22,26.68
1995/2/23,26.486666
1995/2/24,26.245001
1995/2/27,25.955
1995/2/28,25.906666
1995/3/1,25.809999
1995/3/2,26.1
1995/3/3,26.148333
1995/3/6,26.341667
1995/3/7,26.486666
1995/3/8,26.776667
1995/3/9,26.583334
1995/3/10,26.631666
1995/3/13,26.535
1995/3/14,26.68
1995/3/15,26.583334
1995/3/16,26.728333
1995/3/17,26.728333
1995/3/20,26.825001
1995/3/21,26.631666
1995/3/22,26.631666
1995/3/23,26.631666
1995/3/24,26.921667
1995/3/27,26.873333
1995/3/28,27.066668
1995/3/29,27.115
1995/3/30,27.211666
1995/3/31,27.405001
1995/4/3,27.405001
1995/4/4,27.598333
1995/4/5,27.598333
1995/4/6,27.405001
1995/4/7,26.873333
1995/4/10,26.583334
1995/4/11,26.535
1995/4/12,26.535
1995/4/13,26.728333
1995/4/17,26.825001
1995/4/18,26.825001
1995/4/19,26.825001
1995/4/20,27.115
1995/4/21,27.211666
1995/4/24,27.356667
1995/4/25,27.405001
1995/4/26,27.791666
1995/4/27,27.743334
1995/4/28,27.549999
1995/5/1,28.129999
1995/5/2,28.081667
1995/5/3,28.178333
1995/5/4,28.323334
1995/5/5,28.033333
1995/5/8,28.468334
1995/5/9,28.178333
1995/5/10,28.129999
1995/5/11,27.936666
1995/5/12,27.695
1995/5/15,27.888334
1995/5/16,27.888334
1995/5/17,27.791666
1995/5/18,27.453333
1995/5/19,27.501667
1995/5/22,27.918531
1995/5/23,28.226667
1995/5/24,28.42
1995/5/25,28.951666
1995/5/26,28.903334
1995/5/30,28.758333
1995/5/31,28.903334
1995/6/1,29.096666
1995/6/2,28.951666
1995/6/5,28.855
1995/6/6,28.758333
1995/6/7,28.758333
1995/6/8,28.758333
1995/6/9,28.516666
1995/6/12,28.709999
1995/6/13,28.951666
1995/6/14,28.661667
1995/6/15,28.323334
1995/6/16,28.613333
1995/6/19,28.709999
1995/6/20,28.42
1995/6/21,28.033333
1995/6/22,27.84
1995/6/23,28.081667
1995/6/26,28.033333
1995/6/27,28.129999
1995/6/28,27.985001
1995/6/29,28.033333
1995/6/30,27.985001
1995/7/3,28.033333
1995/7/5,28.275
1995/7/6,28.323334
1995/7/7,28.42
1995/7/10,28.081667
1995/7/11,28.033333
1995/7/12,28.081667
1995/7/13,28.178333
1995/7/14,28.081667
1995/7/17,28.081667
1995/7/18,27.888334
1995/7/19,27.695
1995/7/20,27.888334
1995/7/21,28.081667
1995/7/24,28.613333
1995/7/25,28.468334
1995/7/26,28.758333
1995/7/27,28.758333
1995/7/28,28.661667
1995/7/31,28.806667
1995/8/1,28.806667
1995/8/2,28.806667
1995/8/3,28.565001
1995/8/4,28.323334
1995/8/7,28.275
1995/8/8,28.129999
1995/8/9,28.033333
1995/8/10,27.84
1995/8/11,27.501667
1995/8/14,27.549999
1995/8/15,26.873333
1995/8/16,26.486666
1995/8/17,26.631666
1995/8/18,26.68
1995/8/21,26.728333
1995/8/22,26.825001
1995/8/23,26.969999
1995/8/24,27.163334
1995/8/25,27.453333
1995/8/28,27.356667
1995/8/29,27.018333
1995/8/30,26.969999
1995/8/31,26.825001
1995/9/1,27.453333
1995/9/5,27.598333
1995/9/6,27.453333
1995/9/7,27.308332
1995/9/8,27.26
1995/9/11,27.549999
1995/9/12,27.743334
1995/9/13,27.936666
1995/9/14,28.081667
1995/9/15,27.936666
1995/9/18,27.985001
1995/9/19,28.081667
1995/9/20,28.275
1995/9/21,28.661667
1995/9/22,28.661667
1995/9/25,28.323334
1995/9/26,28.129999
1995/9/27,28.323334
1995/9/28,28.081667
1995/9/29,27.695
1995/10/2,27.743334
1995/10/3,27.791666
1995/10/4,28.033333
1995/10/5,28.129999
1995/10/6,28.129999
1995/10/9,27.985001
1995/10/10,27.985001
1995/10/11,27.646667
1995/10/12,27.598333
1995/10/13,27.791666
1995/10/16,27.743334
1995/10/17,27.84
1995/10/18,27.453333
1995/10/19,27.501667
1995/10/20,27.453333
1995/10/23,27.308332
1995/10/24,27.308332
1995/10/25,27.308332
1995/10/26,27.211666
1995/10/27,26.969999
1995/10/30,27.066668
1995/10/31,27.549999
1995/11/1,27.549999
1995/11/2,27.066668
1995/11/3,27.163334
1995/11/6,27.211666
1995/11/7,27.066668
1995/11/8,27.356667
1995/11/9,27.549999
1995/11/10,27.405001
1995/11/13,27.211666
1995/11/14,27.549999
